,left_elbow_roll,left_elbow_pitch,left_elbow_yaw,right_elbow_roll,right_elbow_pitch,right_elbow_yaw,left_knee_roll,left_knee_pitch,left_knee_yaw,right_knee_roll,right_knee_pitch,right_knee_yaw,left_hip_roll,left_hip_pitch,left_hip_yaw,right_hip_roll,right_hip_pitch,right_hip_yaw,left_ankle_roll,left_ankle_pitch,left_ankle_yaw,right_ankle_roll,right_ankle_pitch,right_ankle_yaw
10,-77.91829620624935,12.891019788709064,-145.00765704374956,-84.98513192548856,11.690797305786319,-72.25621921342473,-80.66723915011654,-19.671199983940568,-78.4484294509596,-85.10506637288076,-20.81667207477335,-72.90041038822642,-58.362205081536935,-34.800659363641834,-83.35155164002872,-53.445365980714584,-64.76449783054407,-88.67270113721067,-87.82267908068386,-63.00720493151364,-89.46244473966807,-70.80559829651952,-53.735813815270326,-93.8863167340043
11,-77.92797580197656,12.865082018530654,-144.9574003341438,-84.95701775047607,11.763891495365995,-73.29393412493755,-80.76284297451143,-19.335680030889385,-78.46961017422323,-85.02862667293299,-20.54302377174687,-73.0997230129857,-58.32372417509043,-33.63594082817992,-83.69432760228085,-53.5063195232673,-64.46233586938904,-88.70537120450429,-87.84810741623775,-62.94962714149734,-89.4820098019291,-70.85825412903274,-53.03307338327743,-94.16497236432268
12,-77.92401015491339,12.82169548928641,-144.89829000234937,-84.95209229602207,11.799323367353177,-74.04338445525592,-80.89601602784099,-19.381102007736875,-78.40406016988551,-85.0154426958989,-20.567475252025876,-73.1243569754758,-58.30509215676926,-33.443009967351664,-83.74942772015307,-53.55677592351918,-64.18923422984788,-88.68179545931636,-87.86072761979106,-63.11619458574669,-89.45087622417766,-70.79577564960103,-53.349497883756094,-94.13786746433368
13,-77.87066488823649,12.860459914049386,-144.61348337267347,-84.93503204384801,11.811495024263603,-74.84246665114064,-81.07117388969772,-19.322495945725272,-78.40399488243794,-85.01451148404092,-20.557537667886425,-73.14845450309105,-58.23748529038924,-33.10906852292969,-83.83689067500575,-53.58747394549459,-63.96523939972544,-88.68663854061002,-87.87691833324038,-63.111115074575665,-89.44642456594822,-70.76179081549863,-53.480499922387416,-94.18380038581944
14,-77.60610624581095,12.917233488739473,-143.33222275613198,-84.89927120189004,11.759080292633415,-75.93449713207498,-81.12938974284485,-19.249855346413405,-78.41120673136066,-85.00483065716948,-20.53558273834253,-73.16303716202988,-58.228864155191715,-33.08048032376704,-83.90533767274783,-53.569339326966016,-63.98881083832025,-88.70322296116959,-87.88570351028812,-63.06914695168772,-89.45776436212186,-70.7452870385212,-53.58968215433148,-94.27210464172627
15,-77.33631124783169,12.705795070474188,-141.9776590812833,-84.84985154088287,11.561655376545907,-76.36173727412479,-81.14894512134359,-19.312403151570486,-78.35429385091986,-84.98490693267766,-20.77158765139696,-73.06518625359766,-58.23779793033379,-33.77639942921958,-83.89293863102165,-53.654946111164826,-63.66126393215084,-88.69969637114066,-87.88905415057195,-63.17263917394269,-89.44720538700858,-70.68443656581235,-53.84552533785632,-94.43513845253085
16,-77.06575427956498,12.679491195008147,-140.46739165208768,-84.83051244607995,11.576707704609266,-77.08085366912924,-81.1577556040096,-19.31919475937284,-78.3456013038048,-84.96954391483226,-20.771021989746608,-73.07371576386986,-58.18975039071238,-34.030654821573094,-83.88849876719259,-53.647856685565614,-63.723320556443774,-88.70750267208166,-87.90090882954736,-63.16745071713604,-89.43464670802283,-70.69039541736807,-53.86366055777473,-94.42910943657067
17,-76.9282386371463,12.675937843687908,-139.57349161553117,-84.81333112216676,11.614926088144319,-77.69459577129513,-81.16545548384026,-19.29884608788582,-78.34120921930557,-84.97223310401566,-20.85817990008151,-73.00579094773734,-58.12690465635554,-34.332903341951074,-83.87577159704058,-53.63634951501618,-63.77254280960553,-88.71716114015443,-87.90388681153989,-63.12102008032176,-89.43292706227686,-70.69920887496424,-54.069710084522484,-94.24754933003872
18,-76.84774145351946,12.501628911331572,-138.81679132027284,-84.8143732304174,11.652899319457566,-78.07349670985803,-81.238966290274,-19.28617243588688,-78.31828393494432,-84.98205608919521,-20.972827727942327,-72.91703632706034,-58.13586960562029,-34.25959616692821,-83.8789985761326,-53.640724955429114,-63.76160065397877,-88.72017211608609,-87.9216627084814,-63.08918662935701,-89.41352553624688,-70.68181958252076,-54.43764248335472,-93.87802862919057
19,-76.77857609109743,12.44086759554001,-138.0774410198915,-84.8296008724412,11.69076925952254,-78.57940607716651,-81.31454053913812,-19.264241834815188,-78.30002535103642,-84.94000420899924,-21.01320884521154,-72.90919786150876,-58.144863949028256,-34.22267329038625,-83.8807802181973,-53.656171313424665,-63.74176948257074,-88.71996746274412,-87.9434703685457,-63.04152564249884,-89.40029742580585,-70.67139088880215,-54.40702070099936,-93.84833594020613
20,-76.75339623421091,12.421464388312431,-137.406912221361,-84.8669609105043,11.708647368024085,-79.0731347512047,-81.43761169813867,-19.186457283316173,-78.30037123979457,-84.8588791223266,-20.962428760356868,-72.96919757157734,-58.14204765407816,-34.03806535368789,-83.90707577671124,-53.69071134482337,-63.70294599525273,-88.72949724120345,-87.9913575831996,-62.91889695198179,-89.39779032448807,-70.67167016316502,-54.16043529206844,-93.9477393883411
21,-76.82904363774779,12.326883835750413,-137.36012100816765,-84.89053401885295,11.694155069779361,-79.93358102253566,-81.47429629087003,-19.18146717071286,-78.28126624140678,-84.85301675772367,-20.987670279129905,-72.96984852502773,-58.147032837647316,-34.22432048832282,-83.90146525590828,-53.69882810128133,-63.646460276415375,-88.74501718198333,-88.00678773391813,-62.887025085572226,-89.39584686322902,-70.74219347479315,-53.8009816138447,-93.9835209255459
22,-76.85494967095983,12.33214566893601,-137.13204300652714,-84.90406780857852,11.704160706798836,-80.50595583732978,-81.4691244379396,-19.121991327005304,-78.3110870184195,-84.90670834098941,-21.011023388297225,-72.91889075691762,-58.16199416901329,-34.157030320433705,-83.918418901802,-53.70860157498479,-63.4264225004002,-88.81225451944539,-88.00932211987119,-62.780695144925716,-89.4263921275298,-70.90373722915757,-53.29513023046546,-94.06095670453
23,-76.88997900738546,12.336616134557449,-137.17037320642976,-84.86169948835197,11.672051168891992,-80.57879293700091,-81.39812049114725,-18.70747624822018,-78.55396533188895,-85.13915899315468,-20.891161615894973,-72.74306653172724,-58.20828441631069,-33.72038487551538,-84.07667254811757,-53.692047383725985,-63.05308676410521,-89.08420242148706,-87.99523339759217,-62.20264769076088,-89.59537170087465,-71.1274862925123,-52.863592135114956,-94.27393915757968
24,-76.974094095852,12.226955001829467,-137.328081480976,-84.86474895861352,11.64009980490782,-80.56617872034695,-81.29651621463448,-18.727715137434302,-78.55949039389404,-85.25190148991632,-20.75765772006549,-72.70281066039203,-58.18876691553376,-33.83893105033057,-84.07587258606951,-53.67758735049517,-62.95361542246228,-89.2245763401353,-87.9831888085674,-62.22163231921014,-89.58917358751195,-71.25603995152363,-52.527738634587614,-94.46881908102353
25,-77.03663271718379,11.972914491276024,-137.2787292758962,-84.89689849295206,11.633323639800464,-80.55003102294599,-81.2207682336129,-18.69756186347759,-78.58296819289795,-85.3352870029744,-20.602800574354855,-72.74687517612362,-58.08279373890451,-34.25592474689924,-84.09373914627729,-53.612123640986454,-63.0243104198542,-89.30718606163731,-87.990793975967,-62.161888292891504,-89.59683524443055,-71.32929048870878,-52.438808824009605,-94.40053988621024
26,-77.34601644907728,11.57307202157106,-138.33938939259974,-84.94253518738248,11.796765773379786,-81.68937132731911,-81.18330943274071,-18.713552105226267,-78.57136418908551,-85.41179897474412,-20.389023704662403,-72.82709647427625,-58.01063363803284,-33.92094332904598,-84.12225136408577,-53.494976007775,-63.31310524642745,-89.38676063962991,-87.99138897357292,-62.208390497914955,-89.58913564813801,-71.3748569798238,-52.35771166077997,-94.15946677034542
27,-77.61246944848703,11.305840682666433,-139.60641292964252,-84.99643425958138,11.925809002207938,-82.78856355779224,-81.16518039220108,-18.742848437077058,-78.55837011445372,-85.50969698322217,-20.237593034344254,-72.86896615124631,-57.957810052033906,-33.614780473325126,-84.1458300305097,-53.3708641896406,-63.66778004685922,-89.43535325369086,-87.99243258831139,-62.27139242446072,-89.5836259458024,-71.38441056817148,-52.45049767232084,-94.01671914327548
28,-77.66026915631228,11.160898525619018,-139.69213168649947,-85.048867456848,12.00416296109904,-83.56097015144785,-81.15958654598631,-18.75422774813021,-78.55522098728683,-85.59444443028039,-20.145519404905997,-72.90088898482901,-57.91680171505076,-33.41620555712445,-84.16853787034498,-53.25203025925198,-63.980904862304456,-89.46142337689422,-87.99372207073313,-62.31229629201745,-89.58252693527494,-71.36308531736987,-52.71880463150361,-93.9068172582146
29,-77.64482541878681,11.101621348353296,-139.4876460086188,-85.11644533300344,12.031588086264213,-83.9625532479015,-81.15664446546823,-18.744886451041392,-78.55421072505142,-85.6865955634419,-20.125576440077637,-72.91314520045617,-57.90507529536954,-33.232475862011675,-84.19876084632392,-53.16905055024583,-64.07738250737744,-89.4689700717242,-87.99237964789067,-62.339778107430185,-89.59192772177187,-71.32707048693821,-52.918676256640715,-93.89971514987077
30,-77.63172367835774,11.10275282383908,-139.37152526032588,-85.18094348758903,12.04615538378673,-84.29653527959316,-81.17675734346207,-18.74793319737904,-78.53684723402277,-85.77319652457476,-20.08688608533084,-72.9348127208439,-57.89309134903895,-33.09746470225544,-84.22447053274644,-53.08945468080769,-64.22302972439095,-89.47056670837173,-87.99495731605884,-62.386763033199976,-89.59261890861373,-71.31374349237242,-53.033510335082624,-93.89895433189596
31,-77.64521675972311,11.113751169365276,-139.4057654340918,-85.25696420188069,12.034383393430236,-84.32455664352398,-81.19007498632195,-18.76801476685098,-78.52099562599113,-85.7875134771585,-20.016745032598905,-72.97999673724398,-57.88131368010037,-33.1116904987977,-84.23322775175235,-53.03330892136231,-64.44397958266696,-89.46884601237493,-87.99265056626224,-62.43302157393047,-89.59382748747032,-71.27549283105824,-53.144458008522605,-93.99251273471275
32,-77.69745635661155,11.111395369054744,-139.624799798098,-85.35674011582496,12.062367665591394,-84.5576838926966,-81.2593795920453,-18.867342574578682,-78.42022321098129,-85.78821923591643,-19.915821839672116,-73.07171967640265,-57.86545710840973,-33.08979562361038,-84.24165157158332,-53.010386033102485,-64.58649563965169,-89.44851094526003,-88.00442427150837,-62.651521366544465,-89.54949066475945,-71.25602096301391,-53.01081925412581,-94.12574036591447
33,-77.783766445072,11.161574065735829,-140.2338781866069,-85.43020362471448,12.068106980458507,-84.7636850323311,-81.37272324449513,-19.063579283706094,-78.23978586949936,-85.79623123692033,-19.85706096907721,-73.15531227019524,-57.830583419157826,-33.184138581625604,-84.24384491716705,-52.98781034693374,-64.79261105042377,-89.3917489900502,-88.02756075526767,-63.032981228346145,-89.48397373256692,-71.2372611879107,-52.94475959308534,-94.18714945859797
34,-77.79282476934243,11.209993628076365,-140.31028272554474,-85.51408093698987,12.077495204604222,-85.07973649854482,-81.48106232793432,-19.10252862699997,-78.18424094144626,-85.79364314303363,-19.737903690186208,-73.26236594637064,-57.80510890671591,-33.09330623997082,-84.2555098160785,-52.96263286198543,-65.00108394602437,-89.35908115774183,-88.04266018625134,-63.12169042259027,-89.46196507115494,-71.22256216595297,-52.74405840781644,-94.28696311583253
35,-77.80001037831974,11.26312109321316,-140.4345400337297,-85.56610501461759,12.073863293016165,-85.09063281239435,-81.555388553338,-19.131388314910424,-78.14483859482773,-85.78061130578816,-19.642068159038626,-73.35532374992614,-57.78355801148576,-33.0789488675791,-84.2628816524053,-52.9433926662484,-65.1636324468742,-89.32876732115082,-88.05261073728636,-63.18582848537743,-89.44820561451056,-71.20313902876352,-52.55576720997834,-94.39488818654874
36,-77.79921502104936,11.355491327347798,-140.62131937824591,-85.62217625865671,12.058439966248942,-85.0265939709397,-81.7016411478274,-19.152367444408842,-78.10573169425132,-85.74234663259183,-19.591309450066337,-73.44931638708184,-57.729753136700204,-33.062722589139376,-84.27897873685426,-52.926999052955495,-65.31660950870888,-89.27092739971066,-88.07859917218572,-63.240399388954025,-89.42786615996303,-71.18396186254337,-52.391980846106044,-94.41278939634826
37,-77.80022823572396,11.40229054977646,-140.81501047099383,-85.65988336985099,12.034349667450936,-84.93575314321977,-81.78283687518527,-19.203470766191998,-78.05427794670351,-85.71837376825404,-19.564786731496177,-73.50998475118391,-57.73077816629775,-32.99758876608346,-84.2895994211443,-52.90385146043673,-65.4371196189517,-89.23043184845304,-88.08354887494997,-63.34343977795976,-89.40439174966114,-71.15914153641975,-52.314920664889335,-94.41439019781593
38,-77.7770274275741,11.415784627315137,-140.73744940655905,-85.69824266506596,12.02759682395314,-84.95781828300848,-81.87662499551163,-19.232701231862773,-78.03103224529444,-85.72608270551315,-19.536436110955194,-73.54879874397386,-57.759143476043626,-32.76064613926707,-84.30524917006016,-52.867575612729105,-65.54987275944893,-89.20958543312436,-88.08672447284728,-63.38948101607598,-89.39847528804,-71.14996351494017,-52.274269825385325,-94.39446705953239
39,-77.75987459097979,11.446738621823386,-140.7634127052121,-85.71876206778157,12.018045094921359,-84.9670822540876,-81.95169667541008,-19.259484779765668,-78.00862211015792,-85.72805960323758,-19.496931856495486,-73.57480137483222,-57.7626834263533,-32.661852624936344,-84.3147344469029,-52.80884221927537,-65.81319077607098,-89.19058082590054,-88.09279424110325,-63.42011449082594,-89.38345535431847,-71.15262042703506,-52.30972380633198,-94.35784969261134
