,left_elbow_roll,left_elbow_pitch,left_elbow_yaw,right_elbow_roll,right_elbow_pitch,right_elbow_yaw,left_knee_roll,left_knee_pitch,left_knee_yaw,right_knee_roll,right_knee_pitch,right_knee_yaw,left_hip_roll,left_hip_pitch,left_hip_yaw,right_hip_roll,right_hip_pitch,right_hip_yaw,left_ankle_roll,left_ankle_pitch,left_ankle_yaw,right_ankle_roll,right_ankle_pitch,right_ankle_yaw
225,-80.00429032517812,11.804190272738952,-140.4497502102373,-80.15694394422734,12.679587849834759,-85.82541054448704,-82.12775837311378,-25.064796243529443,-75.50892860639716,-87.03178545761038,-18.149257104782738,-73.99250483665112,-58.670289345787694,-49.30466342728737,-82.63417333822473,-49.24064683342917,-75.10522681157005,-89.93602064642323,-87.82602581844232,-68.39471213116687,-88.73825016401264,-73.25955872485041,-51.505632300056966,-89.30434956332597
226,-79.775287382532,12.107075502642198,-139.68297966684068,-80.20298769913066,11.602475206698333,-84.17291263973436,-82.30398784603184,-24.21155518225763,-75.50187047258737,-87.35158364041692,-18.14620886910673,-73.94540703223261,-58.97867633231089,-47.282149020848394,-82.96545717973267,-49.32694743717998,-74.64978952804188,-89.82811790901061,-87.93170632899611,-67.91492998054501,-88.75539385695711,-73.24402749195396,-51.448491519356196,-89.10925900752761
227,-79.64795004719001,12.276295748761095,-139.3737933459455,-80.22845121387275,11.708822741620681,-84.45195673376553,-82.8770076368705,-23.530529307471067,-75.50859830569719,-87.46280684708843,-18.80997017790919,-73.65746597290415,-59.41435668388168,-44.611407147712974,-83.16217526438676,-49.443545295241435,-74.40283524969402,-89.4211796582816,-88.03454875743964,-67.44172418046047,-88.79907456989334,-73.27361133302549,-51.70586405956126,-88.86081558339426
228,-79.63488099966337,12.16047257320568,-139.21604697333086,-80.35609010000448,11.575576893200083,-84.19787566024334,-83.22292629900372,-22.93748075495574,-75.74496659536445,-87.50653907403658,-18.55083868798702,-73.8734311121475,-59.67649751536282,-42.7358752481331,-83.25879972670234,-49.5501347001508,-73.95696499776797,-89.33150114917949,-88.08700845146086,-66.83795953005492,-88.92886778279163,-73.27351569527889,-51.36423168336672,-89.48911034568307
229,-79.44459375156609,12.19617616471964,-138.53136900464781,-80.39377466077379,11.415274898199685,-83.93641008690942,-83.41589147041697,-22.310130278300782,-76.04790966383446,-87.50638447149136,-18.85475816269388,-74.0558760313339,-59.88074264321216,-41.26112128338919,-83.46496069464621,-49.771482626305676,-73.3972001721668,-88.90238128845094,-88.08746494109897,-66.37657075200543,-89.02043620439693,-73.19375671495482,-51.52989918363747,-89.77265202489374
230,-79.19075781812128,12.074655939772212,-137.60331548600084,-80.49873821717031,11.210981608593828,-83.46349537621379,-83.45648720219287,-21.829178123803995,-76.30164244451636,-87.6003618652981,-18.73247770452089,-74.27858475280404,-60.066255911365054,-39.708814325960894,-83.69978871488539,-50.10816486915939,-72.11115013382246,-88.78360790215083,-88.06721581037388,-65.98968136296126,-89.12464850087778,-73.15176207144094,-51.36415570890258,-89.82781662292437
231,-79.12163946756776,11.966529597289437,-137.20627623728566,-80.58859252612464,11.166075242858845,-83.34920932952113,-83.71494220339312,-21.944752101392154,-76.19007788137928,-87.79593188900037,-18.918192717670784,-74.17437690762523,-60.244355106347214,-39.01365534219064,-83.77649794615056,-50.132479813843766,-72.00901662547702,-88.65879843426546,-88.07136722843372,-66.15755872489068,-89.08856636340482,-73.17374026260458,-51.82784281186122,-89.06617634798219
232,-79.04738268973198,11.737378662635056,-136.52396190992187,-80.6484410916042,11.16361122332849,-83.34571945633914,-83.82724239660718,-22.024329550355525,-76.0936236292687,-87.8480197365931,-18.837703364605296,-74.20939384319784,-60.51759125328029,-37.954571982109755,-83.82916930388213,-50.224220203133555,-71.67782378070414,-88.6392032993507,-88.04776077681744,-66.32252643760242,-89.03105103151816,-73.23944084530066,-51.492382953215674,-89.30051277289095
233,-79.00733349697023,11.641153977366539,-136.15953541166078,-80.67158200781846,11.178736344511574,-83.26577370289552,-83.94986739926915,-22.476179661782144,-75.84578536547068,-87.88770383856122,-18.9533253141607,-74.2134093931924,-60.71552075880998,-37.232552754031126,-83.8486967076706,-50.46274095146773,-70.81170097891079,-88.55976744213179,-88.03149901488683,-66.98116746763812,-88.80646834985178,-73.28321680979356,-51.40363793166564,-89.52811092881079
234,-78.98895705813706,11.530674313702965,-135.78645349116857,-80.70099461089434,11.185545072135175,-83.16710575435407,-84.01496909707457,-22.786984690618024,-75.66587895894449,-87.91284848054559,-19.058531452621303,-74.20198583631866,-60.85109790811679,-36.828339680458576,-83.8592191035906,-50.62405898477846,-70.25483041281852,-88.49900661964311,-88.01438576355922,-67.41079024617619,-88.6620143684847,-73.31667228307968,-51.4109374746843,-89.68228955060286
235,-78.977290902662,11.503292874168631,-135.67385102237665,-80.70645621557208,11.174435594463098,-83.15658525181715,-84.22544959258445,-22.80393276265839,-75.53362614080652,-88.10539905356701,-19.09620387635379,-74.1446650753943,-60.79463829539425,-37.09950977256432,-83.86899079063967,-50.68180313668499,-70.07504792765648,-88.46603208480563,-88.08435693742682,-67.47110159735831,-88.54626239781489,-73.43539284345309,-51.220595585707315,-89.61923831398369
236,-78.99011374503807,11.551397834076935,-135.82638925889617,-80.67352224630476,11.136463239311087,-83.12914761552366,-84.24163795573112,-22.762506420723387,-75.54255545816503,-88.20971655013288,-19.076311850308414,-74.09226685144897,-60.76024285867935,-37.221502714799094,-83.89445928726059,-50.7414286295445,-70.05388325453318,-88.46090011898941,-88.11314956920606,-67.4299704905073,-88.55559435589451,-73.41349251977233,-51.25823702636118,-89.74913824828622
237,-79.00031268304966,11.594357229478007,-136.08218193684687,-80.63643157029779,11.075488936072588,-83.11895045439583,-84.32824105730099,-22.69179993921095,-75.53869764798775,-88.31248632895512,-19.036781563425077,-74.0857823960762,-60.67413997452244,-37.3566635065183,-83.9275842506201,-50.753867384998756,-70.01916116282173,-88.45474698798242,-88.14932964954261,-67.3831685537057,-88.5320810677577,-73.38673992170988,-51.31401258201977,-89.74015397008262
238,-78.99371038573231,11.770045700381297,-136.23981085243042,-80.5739359739783,10.983296422294814,-83.12603575452515,-84.49457830968431,-22.463227557648803,-75.61993692648386,-88.39144030082893,-18.980055124169773,-74.0885076878723,-60.53129372538904,-37.313980129241465,-83.99041540369244,-50.74329760416401,-69.94168684687794,-88.47394920060118,-88.22389189454084,-67.05034941155625,-88.55400245231036,-73.3719511046245,-51.05810855165353,-89.73890556500258
239,-78.94246475627888,11.87068563653086,-136.13523686377997,-80.54738855119112,10.838249349510596,-83.03799452995138,-84.63813684501683,-22.0717525505609,-75.82481563059054,-88.48900265556881,-18.730294768345313,-74.10318332512337,-60.46169406575372,-36.834393601818434,-84.15095133217098,-50.62756117094574,-70.17235734086407,-88.59150213324958,-88.2863564540461,-66.53105168258497,-88.7047980114226,-73.41890800596049,-51.116951989853035,-89.32136118216454
240,-78.9301821344331,11.961531840617035,-136.0889146865579,-80.50521844675677,10.762642626030425,-83.22403644509114,-84.7333559702311,-20.886892948308198,-76.35634818178029,-88.51061536165066,-18.572828938052606,-74.03804448952742,-60.250077515192565,-36.1742640792242,-84.56867033110113,-50.58778532729496,-70.0645104468363,-88.74871275654753,-88.34611760758465,-65.4717946674306,-89.12930035506348,-73.43063562048886,-50.92070103873968,-89.12867867603954
241,-78.94591799437548,11.8978173759942,-136.0761523365261,-80.45458540712674,10.850569082132562,-83.60579767271791,-84.81038092983034,-20.20246643619603,-76.55140962815844,-88.4917361958311,-18.557685178570377,-74.00027187362102,-59.97350353096393,-36.155268913528566,-84.79991352183909,-50.49678527235893,-70.31882699223964,-88.77678997543056,-88.37914741266357,-65.11647504502575,-89.25931152326156,-73.45131093977282,-50.60973589648946,-89.20937163407035
242,-78.96573121928533,11.795276926244437,-136.4337001423285,-80.37102084617143,10.814955608303666,-83.69986639099105,-85.08276307325528,-19.53959173587944,-76.64902496208745,-88.47390086204003,-18.51746167423148,-74.0057518610334,-59.511194697487866,-36.664220324264754,-85.06171364847391,-50.343420546902884,-70.82738127251392,-88.79990765561442,-88.4245406019192,-65.03857171632912,-89.2833152174476,-73.48414442059648,-50.234505036153095,-89.13172363157707
243,-79.0071991907001,11.822352717200737,-136.99839728291423,-80.33285418691479,10.820863295673787,-83.84898617448782,-85.24981846908646,-19.178160534769738,-76.71811733651025,-88.36493731735862,-18.51554422195171,-73.98529686580181,-59.251276305419736,-36.929689089801634,-85.20908327448778,-50.246504616394965,-71.33147422538342,-88.81658747271341,-88.43388665905222,-64.79646191785491,-89.29177707893525,-73.39521003623203,-50.262789907467265,-89.15652868019365
244,-79.04608754069011,11.894755938314464,-137.40967538951102,-80.34235472422216,10.80558372124595,-83.96743766132862,-85.46010180046298,-18.75667646366722,-76.82638773656805,-88.28614411507725,-18.504881977965326,-73.96533558636132,-58.91956009712304,-37.282031995963685,-85.38093595573079,-50.14983839675067,-71.79259739684174,-88.83205956608994,-88.4596513511613,-64.33848850195828,-89.34798071556948,-73.3017082207179,-50.473231580147946,-89.23425881312431
245,-78.98840015505083,11.89828649205504,-137.1399399159318,-80.2996973558043,10.784938548981597,-84.0202970429017,-85.63573235359159,-18.538221939754916,-76.86459227636281,-88.19820135911367,-18.499188270046748,-73.9854684921152,-58.751259341852624,-37.300071701395765,-85.5054801840545,-50.140201266602475,-71.89851735599609,-88.82752184614323,-88.46681208263958,-64.26789467577305,-89.36712196986831,-73.1425205527425,-50.6944430148496,-89.27358251898147
246,-78.96867852062809,11.897809801404104,-136.9825766891578,-80.26925859661114,10.773534695680338,-84.02266192167217,-85.70119137878149,-18.3958919310225,-76.90526786319315,-88.06563288013226,-18.496843295150462,-73.99268693001567,-58.685184428962664,-37.28087343900849,-85.5778782050502,-50.1590810981925,-72.01394955016852,-88.82375426234395,-88.47739522280791,-64.17842548957093,-89.39530800075548,-73.04565579222378,-50.92002273767506,-89.29706262953268
247,-78.73136508949042,11.952419439566338,-135.53514024884274,-80.21710514992132,10.663810804736938,-83.9326279446095,-85.70061469419605,-17.831698494768318,-77.17516697048576,-87.98167968766576,-18.518152789270058,-73.97339698287254,-58.64186257670865,-36.84449617246401,-85.78900059725066,-50.17166520442402,-72.16604949838911,-88.83405290411795,-88.48733201949568,-63.6408077512955,-89.67387149623353,-72.96202964127826,-51.007565449853566,-89.34211869905896
248,-78.26631641969699,12.053361793779704,-133.0622640481043,-80.16194526939391,10.439008211733716,-83.61852079221072,-85.73756776955116,-17.12715577538501,-77.51215693574433,-88.20292479081397,-18.558655218635728,-73.8656146786628,-58.5385504424857,-36.514679013922176,-86.0285084211436,-50.07903525479513,-72.42644318251182,-88.87104796509064,-88.52968000212077,-62.637141063106505,-89.99063638140898,-72.94501780153115,-50.694898305037185,-89.37449450141771
249,-77.75550800309608,12.28518780319551,-130.50349428586924,-80.05090710713189,10.301706214093642,-83.57683773291883,-85.70009868723001,-16.77443878089767,-77.63948220988472,-88.14868390514575,-18.5910559596478,-73.8461596691483,-58.47036288475231,-36.37579880844108,-86.17407987529263,-50.101881347367545,-72.42080147802639,-88.89360214408147,-88.5399686586445,-62.113588362327114,-90.12234803711571,-72.9146997518642,-50.56329183789455,-89.42914254666266
250,-77.65892639166385,12.504925583883866,-130.07124105970092,-79.9973021841325,10.460979973291192,-84.09964914982923,-85.6350321776198,-16.401884124040546,-77.76077049425436,-87.77899576818372,-18.252849703856906,-74.07099977924787,-58.49238533115756,-34.86976111364535,-86.37990076717401,-50.255748827695655,-72.18633100143796,-89.02870532463146,-88.55013470085451,-61.683016738765254,-90.22899676303088,-72.89184662654674,-49.61814758346754,-89.93505180397342
251,-77.09448555654468,12.549887211648937,-127.09477160022598,-79.88981907938103,10.462935539371625,-84.24649357969365,-85.6223852480295,-16.4651588276083,-77.6946002145141,-87.61065948506021,-18.279360371588254,-74.11174815395584,-58.51505199962617,-34.90543973634559,-86.37667711932107,-50.23210458837731,-72.357725005015,-89.02398715810645,-88.54851162325366,-61.71436341020685,-90.15885171241875,-72.83644516808185,-49.4311275020759,-89.96105711950845
252,-77.34298383111704,12.766512984427111,-127.70560509324217,-79.83200892996084,10.545854124007475,-84.53308030002746,-86.0195706225996,-16.89874080060082,-77.39205775816734,-87.24180982334053,-18.146401120728903,-74.25343551417255,-58.213679328783044,-35.45242101605008,-86.31518345693719,-50.156695697070774,-73.00833920096106,-89.04787620302191,-88.58837752963638,-62.32605152568334,-89.69366688179323,-72.7165015777669,-49.63643726770338,-90.64745406812258
253,-77.35777928062402,12.958920391706224,-127.52074863333895,-79.75184786029268,10.593850953705621,-84.8725897667287,-86.0618961005711,-16.669215931276696,-77.46901450687355,-86.86927072456413,-18.14579525130609,-74.2643447376325,-57.89363696563616,-36.542893236373736,-86.37040534307695,-49.88807185683433,-74.2054386113566,-89.10377153123835,-88.61678125651997,-61.95413988930088,-89.66449964152973,-72.47589195418028,-50.22378621138948,-90.99380260199383
254,-77.7202255186684,13.152074879484541,-128.88585295840528,-79.77318530719471,10.630898064559567,-85.05240180006915,-84.93235750912181,-16.651091068180286,-77.9025669819049,-85.35676172546975,-17.903197478606046,-74.51424102792666,-57.387852498190995,-37.77845216608949,-86.3954494959547,-48.61207012789376,-79.24755476167823,-89.30166029348116,-88.48252903547775,-61.843927354098916,-89.77919221060951,-72.35975560093108,-51.59786639391099,-91.15939224804751
255,-77.81522530721587,13.732963859948681,-129.59301173271015,-79.43720031186602,10.994617890490396,-85.69821944212381,-83.6382843788164,-17.437123775854086,-77.99117286757182,-81.67520312225548,-18.613877876254282,-75.27543493256778,-56.31075084723437,-41.4281924502826,-86.2960994401674,-47.45141243478055,-82.68625274148924,-89.30047301516942,-88.52966174923183,-62.81785758976914,-89.25700401707425,-72.47771251878214,-51.01599903610449,-90.94370848387345
256,-77.66934133598961,14.3493048560116,-129.21233843255214,-79.30286053103059,11.571894677998186,-86.2003636358023,-81.88865668388081,-17.210227093082494,-78.48960904851624,-80.42117754578382,-18.970895788533607,-75.44955721546357,-55.70511545647331,-44.14751862091818,-86.32212175924029,-46.64715516038638,-84.81580509025136,-89.34322056904034,-88.3321466589319,-62.383548954701844,-89.49364648952526,-72.2145802870253,-50.8465317188036,-90.9446433390652
257,-77.7641422752571,16.68388646052072,-130.6106690767133,-79.31777886081954,13.137299992405087,-88.51973138184928,-81.00287542748876,-17.738411042069064,-78.40591483620109,-74.98217609017121,-18.556649054049245,-76.75139768931197,-57.042063586773416,-36.57567275152735,-86.22297691605475,-45.77911912000114,-88.94365424920768,-89.33663742526322,-88.24263666539952,-63.76850721943374,-89.52675929081927,-72.26103121551866,-52.63806693965863,-91.78146985865382
258,-77.74579522985074,17.257376716298484,-130.76975095579985,-79.33980519761009,13.731661074842737,-89.46913260990647,-80.6719421261534,-18.608188166768116,-78.25948030133782,-73.48497175676687,-18.475560592713467,-77.13853662684927,-58.070158468293094,-31.37985926910551,-85.94662999953587,-45.663289799457644,-89.68871615528916,-89.242531050174,-88.19861462198851,-64.37648223266568,-89.27616541668206,-72.27897257207334,-52.53445388787748,-91.9170899384176
259,-75.39128875619247,17.490101496464927,-122.69755581626212,-79.3296931012144,12.62813496877886,-88.65992759058747,-82.37626615918718,-25.33978131619913,-74.33690810314974,-65.22762816237567,-16.183603875008583,-79.59134082498502,-60.73128896971395,-23.99089861918832,-85.57884024398348,-44.79798084862006,-93.24391437985203,-90.10128211880874,-87.79147776150394,-71.3173547161021,-87.07292616273747,-71.26831188360414,-51.18099249956452,-96.42947031756155
260,-73.42220963463227,18.055679693540423,-116.33680866074423,-79.28299977754648,11.640480812200481,-87.76384607848219,-81.80171854983116,-28.49180923686213,-73.71681846085863,-58.79786132860627,-16.853024478780227,-80.15211766725557,-62.836243851813414,-22.498430030037472,-84.10170636990857,-42.563180058821956,-103.17409365352621,-89.91687966566803,-87.26559542109047,-73.82025291449486,-87.37235388115849,-69.54505666130851,-61.601654900422254,-96.09919104448275
261,-73.68974215822476,19.172088708874462,-116.54167606998409,-78.78439595308222,12.11222869282198,-88.42177061453582,-82.04880872472319,-26.957063017734637,-74.17875590999739,-52.83857012540682,-16.52736417957745,-80.76709221128138,-63.67593078856133,-19.762998905724146,-84.3340506368903,-40.06186342675124,-113.26248346722228,-89.91328844237924,-87.20775584336366,-73.31142721791342,-87.34146798716803,-68.91869685386584,-62.72502689989187,-96.25443764864077
262,-71.82658089097082,19.416100568416493,-112.82799232810316,-78.74732819275103,11.719316610757984,-88.4506524225614,-82.57847237288944,-23.430848886208782,-76.22659869342077,-45.88856032907871,-17.226884122290723,-81.85187711626463,-63.14168186939326,-20.429157040184,-84.57724181809643,-38.17274165593466,-118.05147275886786,-88.97377241558173,-87.33464883382604,-70.09205313059786,-88.16410376441473,-66.66790019127089,-71.528887066455,-95.33912674788009
263,-71.02959766423346,19.389547610443966,-111.86996604112753,-78.58727572510422,11.676618908192662,-88.55932366776985,-83.65310279029217,-16.46555816147596,-80.26533442436673,-36.48333875881707,-19.03120438245598,-83.0870001672721,-62.3269462376444,-17.312044415526323,-86.44600131720516,-36.17796572206689,-121.12600874883154,-87.48297485403776,-87.4736407727116,-61.35307370783066,-89.83627337433748,-64.19617098186279,-79.1412072073671,-95.04767868134843
264,-70.90672340170393,19.401352806860398,-111.44010089735056,-78.60962223507887,11.765179704461064,-89.4157039904702,-85.25021633464493,-12.989209625298308,-82.24821186811202,-30.0637958814274,-19.769205096410147,-83.85690926143509,-61.720199318788666,-15.985533541270573,-87.21594428820109,-34.1773571480923,-124.21371615827502,-86.74119861782509,-87.87118261785689,-53.82920087050771,-90.89052805013806,-62.816939686529885,-95.96879779230333,-95.04691735904855
265,-70.54376077684242,19.61577805546577,-111.04700768074746,-78.67300146473403,11.755133395464618,-89.82081982911116,-86.796657063425,-11.17676712333038,-83.11151550068185,-23.639931788717576,-19.638139971002076,-84.09258031440307,-61.05957436960121,-15.48626887323287,-87.65137482133956,-31.5096074008848,-129.46806107037298,-86.98833142115619,-88.23466547883437,-49.068536405612214,-92.02237246455657,-61.441056052069726,-131.13120661898725,-96.60791817767928
266,-71.16829125125463,16.731521268258057,-110.18048844191382,-78.49246876713134,13.483873485592634,-94.27386771042647,-86.28803738586502,-8.349816684783391,-84.60376076351174,-9.932706990638447,20.119880264207755,-92.17554408946391,-61.16081773334439,-12.464706740252861,-88.51064522206728,-31.493931480804964,-146.3279887896876,-95.17873372419682,-88.0860054576701,-40.51287030625218,-93.91179094565781,-51.502879155917704,112.89169014655432,-100.92743872543345
267,-71.36310847333635,16.234981191543053,-110.12842466777562,-78.46079105106853,14.53907811661903,-95.6115844440682,-84.0997047579348,-3.4160420730426613,-86.98007871963087,-5.356345883736083,26.11957288555461,-92.3140870605376,-61.57028780255963,-7.540534748808637,-90.14803013724409,-32.13998105540278,-149.1381095204794,-96.13349530267003,-87.43280711370706,-22.597728461870712,-94.14126719777052,-43.63207543445777,118.68017320417601,-100.37444291894498
268,-71.2375249194755,16.783203478419175,-109.9610432742002,-78.46563473042184,15.037573332159191,-96.5364811636751,-83.00957330244475,-4.860708060363085,-85.9375264271639,-3.4027365099459286,25.44678472614476,-91.87477990704339,-61.70379128661699,-7.836347655062342,-90.06474376387273,-32.42150358376951,-147.15034291283985,-95.71978398048381,-87.18615717693807,-33.48888004570974,-92.9908272916745,-37.87981422530003,123.01305079305651,-100.17149350845636
269,-70.5778236996122,16.8191470487658,-109.71074531177337,-78.26968196548142,16.517679621206828,-97.73774111779473,-82.34433154461072,-7.564930138369504,-85.66064556697317,2.5604974220838144,16.8331373164785,-89.45935359566953,-61.774694924066395,-12.539997409800996,-88.40223893829494,-31.71151351796196,-145.8108325041069,-95.05840758667475,-87.08309743836878,-36.54162562658042,-92.96062163081858,-23.079562593820487,141.06899164999768,-98.87537339538439
270,-70.69273204024903,16.996537184423005,-109.65063540005181,-78.1084913104514,17.120829608357546,-97.88691103492094,-81.64917228585733,-8.112406921927757,-85.80558710062733,4.349928370841043,12.699292158212243,-88.70705955481905,-61.84172455231632,-13.81182840225092,-87.96765091047021,-31.61428962095925,-145.430053089913,-94.80212423161801,-86.97067387759729,-37.8616777955992,-91.95544833853435,-18.885818191410834,145.57531425876238,-99.01351291983835
271,-71.03468363409414,16.498428846184854,-109.68528277737067,-78.04474313310455,17.35443531816725,-97.91021294739728,-81.45933831965215,-7.438445594821617,-86.06336282282793,4.508860810460903,26.101445591986177,-91.09630924906135,-61.91831301178662,-13.145365042628535,-88.2860416477278,-31.713916625376175,-144.9936030610285,-94.84578201264692,-87.01556635973738,-35.45474282682333,-92.45749390388688,-17.5268238941628,131.01887606753235,-100.23099272208214
272,-71.28092595460159,16.79622816439673,-110.46625793538446,-77.5549935639118,17.14339143510336,-97.49180876208955,-81.02675876827684,-6.232915444524475,-86.3729419921431,4.950083756508373,28.704601413981415,-91.59939262886924,-61.54697614567974,-11.847830024657,-88.92059084843362,-32.081068823295574,-144.2161574820991,-94.66154548246399,-87.04595467479308,-32.846511237021,-92.6772372627029,-14.67197408618537,129.78392899291066,-100.23001666806216
273,-73.38197032282002,16.296672327271757,-113.39116582305624,-77.71538635744268,16.830902787553203,-97.19341618822061,-80.96137109094958,-6.901554296313473,-85.69527847681867,2.466583031874031,21.09745634878547,-90.64244924947756,-61.55198594710459,-11.57353501220346,-89.06361266400441,-32.32039763795524,-143.59018768577135,-94.52018289075352,-87.06414432845725,-38.77669558853206,-92.33415956454927,-25.447357268246158,131.75501591334935,-99.31329355894778
274,-73.8809938272068,15.863628131267793,-114.45891146086399,-77.79891122367732,16.34826958243593,-96.5165627024796,-80.96951728723161,-6.162236238054788,-85.68649467964408,0.7260537922316483,17.41875772514441,-90.83265467675054,-61.479763121557596,-10.221771484355834,-89.58910356582894,-32.448622803511455,-141.62020096707244,-93.60777475210695,-87.09939546657981,-38.74661345725303,-92.33037561485509,-31.317786904101812,129.002136150948,-99.37741068260767
275,-73.7618555742869,15.188468284391426,-113.25569028825544,-78.20523853305866,16.189197205421507,-96.49803409471888,-81.01470565787157,-6.0213626979675565,-85.59874442871471,-0.4045346697667203,18.677027708941523,-91.19919918048069,-61.412339136172605,-10.524921513072618,-89.75599448259173,-32.53478804991263,-141.4998337834045,-93.67410245912025,-87.0981294413062,-39.40928531255257,-92.30906887424253,-34.03482160534685,126.32142844951905,-99.53674214914284
276,-73.29363565319248,13.239332915337677,-111.36471849872693,-78.23891662179012,15.08338182686147,-95.85827762731788,-81.37168818105387,-6.305633161097826,-85.46096607960054,-0.7785120327198973,21.138136669221304,-91.51393543822145,-61.195089727003385,-14.626894370447594,-89.67997676240599,-33.00329755237214,-138.73573704196627,-93.7984877491416,-87.13281926605319,-40.409829491633914,-92.31502416642167,-32.14806507620145,124.59551075317206,-99.91571110267937
277,-72.47266408853538,13.307474655703519,-110.55330787498592,-78.1175570167608,14.960822064064473,-95.51568743940932,-81.73906643493945,-6.399171904785505,-85.36146579671959,-1.336547019046619,19.61322352130619,-91.35756509328843,-60.971296461852525,-14.723424535939227,-89.69680541564372,-33.244183575443515,-137.42292199884372,-93.5731651150815,-87.16583374038831,-41.120392742141384,-92.33119226213076,-33.471968468364054,125.00268298313208,-99.46511143123763
278,-72.36516108816748,12.640875401847804,-110.06458340679083,-78.05037304181027,14.640724681336593,-94.68335245284337,-82.54751157257972,-6.6115012743182895,-85.23818500718549,-1.6824726488445678,18.308063239599182,-91.21189036504285,-60.51597900032365,-15.978015982928747,-89.66175919380946,-33.006983986671806,-135.9737840734766,-93.39246758882689,-87.41920312854676,-41.94968284269996,-92.58968710426211,-33.81390801426569,125.36885038641316,-99.2722325332296
279,-72.22175084469978,11.272063652584885,-108.83786144978254,-77.805226080664,14.698562520904563,-94.54002402675746,-83.19750820319747,-6.549352629045319,-85.14731374987161,-1.6996255043282222,19.11701154303356,-91.30893201039761,-59.8139714486447,-15.97164644762654,-89.81953779276307,-33.14572604940455,-135.25651256110177,-93.36489326014721,-87.55387634414376,-42.77178353910574,-92.81031233521584,-32.735335195557894,123.8548460354872,-99.59052197737286
280,-71.25677404798921,10.614642069211737,-107.18863324667063,-77.72177708916041,14.701452094507442,-94.47796835146632,-83.48983303781945,-7.660297585188005,-84.62621444917205,-1.8412654575574718,16.50906098826216,-91.04281838049845,-59.55833295729277,-16.718377817042757,-89.53243963338072,-33.05167590249115,-134.45631681764954,-92.99573236133634,-87.5980786018098,-46.47745117696718,-92.40334834514131,-33.07535728980334,124.16564066699424,-99.82897440290587
281,-71.27460164222089,10.614201127755916,-107.06819913020334,-77.70780675725467,14.874163982321354,-94.4438461148665,-83.64886461950779,-10.698844042651446,-83.36455001303378,-2.571359412935957,6.645979252235736,-89.77821777769802,-59.554402764092465,-19.2925584560516,-88.56629865322274,-32.765570334394646,-133.2340917747135,-92.1369060033314,-87.61859906066069,-53.48314596741928,-91.442104480013,-35.35505737831638,131.02488855534943,-99.0994105810587
282,-71.10157215067136,10.72694566340042,-106.90655535528214,-77.69954475848363,15.084534874120527,-94.42224728150586,-83.88798053241008,-13.022182892290898,-82.62801075729915,-2.7093559996872894,-1.249898231477365,-88.83725725324909,-59.537604988853026,-21.914882304549483,-87.6064239331737,-32.51343173958146,-131.99155250683464,-91.26338513679092,-87.67789830796953,-56.75684847514946,-90.90050095127465,-36.24411888304405,137.7354059431659,-98.67534319440223
283,-70.44070005525306,10.738938925919278,-106.20833854487965,-77.80347941489343,15.412070864138926,-94.67654763881173,-84.0472977638023,-14.601770552667302,-82.12488951349958,-2.7930239447787515,-2.7911404790338343,-88.71521021799958,-59.63733798704585,-23.647200737047182,-86.91918446840226,-32.306289750259246,-131.81895215828706,-90.98469266763075,-87.65355476712654,-58.434339018834336,-90.70817502763792,-36.837841629877886,138.47921320019384,-98.70350094597477
284,-69.95587231136047,10.183824698099372,-105.37962850651958,-78.06396229221698,15.519195293684797,-94.76971728826848,-83.82721358642073,-14.732205014504261,-82.23507840247615,-3.445785121656153,-4.352590000133188,-88.61294373296545,-59.84334106535909,-23.744776362074816,-86.73379916469742,-32.375486535907044,-131.40568128479916,-90.65177391152145,-87.60651601788383,-57.90941980911753,-90.85987794617171,-37.91905147424797,139.4543557698437,-98.65709861426774
285,-69.26497427095472,10.182508739044756,-104.40380967663526,-78.14813013463947,15.36754692721486,-94.61431705256076,-83.42143784140431,-15.077273594024549,-82.27201061708638,-3.59422471988037,-9.592594303399506,-88.11476854676424,-59.996084964776536,-24.52128387139013,-86.47252718211136,-32.460408400157604,-129.68714425697493,-89.79873772126716,-87.56566743097957,-57.94426499275865,-90.91756075509683,-37.818087322789495,144.58429501993604,-98.37720119818307
286,-69.59216130733199,11.351367012620951,-105.21263258148198,-78.32567543920736,15.24379115158056,-94.34154340626668,-83.43258232660516,-14.925595916244866,-82.33068479970574,-6.547989558635585,-14.937390851989626,-87.2154413239311,-59.98480646748563,-24.59660585422822,-86.50555185967015,-32.618598790994184,-127.90907285592114,-88.9035791364419,-87.5536011393163,-57.73440154090011,-90.87159982956534,-43.09827325629588,152.6194627162221,-97.91726742395588
287,-70.35785377167811,11.793225701060312,-106.10978294102013,-78.3575320631915,14.921081046701685,-94.00128962157882,-83.9258511813813,-11.637070556459648,-83.36969809213346,-11.207075564927802,-10.707592928957748,-87.70775968715861,-59.86068462164841,-21.096845412434813,-87.8272514878889,-33.275592048722665,-127.33907667772519,-89.14016825005277,-87.69199107128274,-53.21347752419161,-91.45870625887721,-49.0531814826598,140.70409220621437,-98.24009453818381
